Degree,Frequency
0,1638
1,1330
2,1184
3,988
4,818
5,541
6,281
7,157
8,112
9,100
10,77
11,74
12,70
13,61
14,57
15,59
16,42
17,40
18,45
19,32
20,20
21,34
22,48
23,51
24,43
25,52
26,32
27,34
28,30
29,50
30,102
31,166
32,88
33,41
34,22
35,9
