Degree,Frequency
4,1
5,2
6,5
7,8
8,14
9,48
10,69
11,119
12,176
13,278
14,362
15,396
16,436
17,446
18,474
19,449
20,391
21,321
22,312
23,207
24,160
25,103
26,79
27,52
28,26
29,32
30,14
31,11
32,4
33,2
34,3
